record,Bullied_on_school_property_in_past_12_months,Bullied_not_on_school_property_in_past_12_months,Cyber_bullied_in_past_12_months,Custom_Age,Sex,Physically_attacked,Physical_fighting,Felt_lonely,Close_friends,Other_students_kind_and_helpful,Parents_understand_problems,Were_underweight,Were_overweight,score
9878,0,0,0,15 years old,1,0 times,0 times,Sometimes,3 or more,Sometimes,Rarely,0,0,7
9880,0,0,0,15 years old,1,0 times,0 times,Sometimes,3 or more,Sometimes,Sometimes,0,0,6
9884,1,1,1,15 years old,0,2 or 3 times,1 to 3 times,Most of the time,2,Sometimes,Sometimes,0,0,101
9885,1,1,1,15 years old,1,0 times,1 to 3 times,Sometimes,2,Most of the time,Most of the time,0,0,98
9886,0,0,0,17 years old,1,0 times,1 to 3 times,Sometimes,1,Sometimes,Sometimes,0,1,9
9889,0,0,0,16 years old,0,1 time,0 times,Sometimes,2,Most of the time,Sometimes,0,0,9
9890,1,1,1,15 years old,0,10 or more times,0 times,Most of the time,1,Sometimes,Never,0,0,106
9891,1,0,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Sometimes,Always,0,0,34
9892,1,0,0,17 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Sometimes,0,1,35
9893,0,0,0,16 years old,1,1 time,0 times,Rarely,2,Most of the time,Always,0,0,6
9894,0,0,0,16 years old,1,0 times,1 to 3 times,Sometimes,3 or more,Most of the time,Always,0,1,6
9895,0,1,1,16 years old,0,0 times,0 times,Always,3 or more,Most of the time,Never,0,0,71
9896,1,0,1,17 years old,1,0 times,0 times,Sometimes,3 or more,Most of the time,Never,0,0,69
9899,1,0,1,16 years old,1,0 times,0 times,Rarely,3 or more,Always,Always,0,0,61
9901,1,1,1,16 years old,1,0 times,0 times,Rarely,3 or more,Always,Always,0,0,91
9902,0,1,1,16 years old,0,0 times,0 times,Sometimes,3 or more,Sometimes,Always,0,0,64
9903,0,0,0,17 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,0,4
9904,0,0,0,16 years old,1,0 times,0 times,Never,3 or more,Most of the time,Always,0,0,3
9905,1,1,1,16 years old,1,1 time,1 to 3 times,Sometimes,3 or more,Most of the time,Most of the time,0,1,98
9907,0,0,1,16 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,1,34
9913,0,1,0,16 years old,0,0 times,0 times,Most of the time,3 or more,Always,Never,0,0,37
9915,0,0,1,17 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Rarely,0,0,37
9916,1,1,0,17 years old,1,10 or more times,0 times,Never,1,Sometimes,Rarely,0,1,72
9921,0,0,0,17 years old,1,0 times,4 to 7 times,Rarely,3 or more,Most of the time,Most of the time,0,1,7
9923,1,0,0,18 years old or older,1,0 times,1 to 3 times,Sometimes,2,Most of the time,Never,0,0,41
9924,0,0,0,17 years old,0,0 times,0 times,Never,3 or more,Always,Always,0,0,0
9925,0,0,0,17 years old,1,0 times,0 times,Rarely,1,Most of the time,Sometimes,0,1,8
9926,0,1,1,17 years old,0,1 time,0 times,Always,2,Most of the time,Sometimes,0,0,71
9927,0,0,0,17 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Most of the time,0,0,6
9928,0,1,1,17 years old,0,0 times,0 times,Most of the time,1,Always,Most of the time,0,0,66
9929,0,1,0,17 years old,0,0 times,0 times,Rarely,1,Never,Always,0,0,37
9931,0,0,0,13 years old,1,0 times,0 times,Rarely,3 or more,Always,Never,0,0,5
9936,0,0,0,14 years old,1,0 times,1 to 3 times,Sometimes,2,Always,Always,0,0,4
9938,1,1,1,15 years old,1,1 time,0 times,Sometimes,3 or more,Sometimes,Sometimes,0,1,97
9946,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Sometimes,Never,0,0,6
9947,1,0,0,13 years old,0,0 times,0 times,Sometimes,1,Rarely,Never,1,0,39
9950,0,0,0,13 years old,0,0 times,0 times,Never,3 or more,Rarely,Always,1,0,1
9954,0,1,0,15 years old,0,0 times,1 to 3 times,Never,3 or more,Sometimes,Sometimes,0,0,35
9956,0,0,0,14 years old,0,0 times,0 times,Most of the time,1,Most of the time,Always,0,0,8
9957,0,0,0,16 years old,0,0 times,0 times,Never,3 or more,Always,Most of the time,0,1,1
9959,1,0,1,16 years old,1,0 times,0 times,Sometimes,3 or more,Sometimes,Rarely,0,0,67
9960,1,1,1,16 years old,0,0 times,0 times,Sometimes,3 or more,Always,Always,0,0,92
9961,1,1,1,15 years old,0,0 times,0 times,Sometimes,3 or more,Always,Sometimes,0,1,94
9964,0,0,0,16 years old,1,0 times,0 times,Rarely,2,Rarely,Always,0,0,3
9965,0,0,0,15 years old,0,2 or 3 times,1 to 3 times,Always,1,Never,Never,0,0,17
9975,1,0,0,16 years old,0,10 or more times,0 times,Rarely,3 or more,Sometimes,Rarely,0,1,41
9976,0,0,0,17 years old,0,0 times,1 to 3 times,Sometimes,2,Rarely,Never,0,0,9
9983,0,0,0,16 years old,0,2 or 3 times,1 to 3 times,Always,0,Rarely,Never,0,0,15
9984,0,0,0,16 years old,1,0 times,0 times,Most of the time,2,Sometimes,Rarely,0,1,9
9988,0,0,0,16 years old,0,1 time,0 times,Most of the time,3 or more,Sometimes,Rarely,0,1,9
9989,0,0,0,16 years old,0,0 times,0 times,Sometimes,3 or more,Never,Rarely,0,0,9
9991,0,0,0,16 years old,0,0 times,0 times,Never,3 or more,Never,Never,0,0,8
9992,0,0,1,13 years old,0,1 time,0 times,Rarely,3 or more,Always,Never,0,0,36
9993,0,1,1,13 years old,0,0 times,0 times,Sometimes,3 or more,Rarely,Rarely,0,1,66
9994,1,0,1,14 years old,0,10 or more times,0 times,Never,2,Rarely,Sometimes,0,1,69
9995,1,0,0,14 years old,1,0 times,0 times,Never,2,Most of the time,Sometimes,0,0,36
9999,0,0,0,13 years old,1,0 times,0 times,Never,1,Always,Always,0,0,2
10003,0,0,0,13 years old,1,0 times,1 to 3 times,Sometimes,2,Sometimes,Always,0,1,6
10005,0,1,0,14 years old,1,0 times,1 to 3 times,Rarely,1,Most of the time,Always,0,0,37
10007,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Most of the time,Sometimes,0,0,5
10010,0,0,0,13 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Always,0,1,3
10011,1,1,1,13 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Never,0,0,98
10012,1,0,0,13 years old,1,1 time,1 to 3 times,Never,3 or more,Sometimes,Always,0,0,34
10014,0,0,0,14 years old,1,0 times,0 times,Sometimes,3 or more,Most of the time,Most of the time,0,1,6
10015,0,0,0,14 years old,1,0 times,1 to 3 times,Never,3 or more,Most of the time,Most of the time,0,0,5
10016,0,0,0,15 years old,1,0 times,0 times,Never,3 or more,Sometimes,Never,1,0,6
10019,0,0,0,13 years old,1,0 times,0 times,Never,3 or more,Always,Sometimes,0,1,2
10020,0,0,0,13 years old,0,0 times,4 to 7 times,Rarely,3 or more,Rarely,Most of the time,0,0,5
10021,1,0,1,13 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Always,0,0,65
10024,1,1,1,13 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Most of the time,0,0,94
10025,0,0,0,13 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,0,5
10028,0,0,0,13 years old,1,0 times,0 times,Sometimes,3 or more,Most of the time,Sometimes,0,0,7
10029,0,0,0,13 years old,0,0 times,0 times,Never,3 or more,Sometimes,Most of the time,0,0,3
10030,1,0,0,14 years old,1,1 time,4 to 7 times,Never,3 or more,Rarely,Most of the time,0,0,35
10034,0,0,0,14 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,0,5
10035,0,1,0,15 years old,1,0 times,0 times,Rarely,3 or more,Rarely,Always,0,0,32
10036,0,0,0,13 years old,1,0 times,4 to 7 times,Never,3 or more,Most of the time,Never,1,0,9
10037,1,0,0,13 years old,1,0 times,0 times,Sometimes,3 or more,Most of the time,Sometimes,0,0,37
10039,0,0,0,13 years old,1,0 times,0 times,Never,3 or more,Never,Never,0,0,8
10040,0,0,0,14 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,0,4
10041,0,0,0,14 years old,0,0 times,0 times,Sometimes,1,Sometimes,Rarely,0,0,9
10042,0,0,0,14 years old,1,1 time,0 times,Never,3 or more,Most of the time,Rarely,0,0,7
10043,0,0,0,15 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,0,0
10045,0,0,0,14 years old,0,0 times,0 times,Sometimes,2,Sometimes,Always,0,0,5
10046,0,0,0,14 years old,1,0 times,0 times,Rarely,2,Always,Always,0,0,2
10049,0,0,0,14 years old,0,0 times,0 times,Never,3 or more,Most of the time,Sometimes,0,0,5
10050,1,0,0,14 years old,0,0 times,0 times,Rarely,1,Most of the time,Always,0,1,36
10053,0,0,0,15 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Most of the time,0,0,4
10054,0,0,0,16 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Rarely,0,0,6
10056,1,0,0,14 years old,1,0 times,0 times,Sometimes,0,Most of the time,Rarely,0,0,41
10058,1,1,1,14 years old,1,4 or 5 times,4 to 7 times,Always,3 or more,Sometimes,Rarely,0,0,104
10059,0,0,0,15 years old,1,0 times,0 times,Never,3 or more,Most of the time,Always,0,0,3
10060,1,0,0,15 years old,1,0 times,0 times,Sometimes,3 or more,Sometimes,Rarely,0,0,37
10061,0,0,0,16 years old,1,0 times,0 times,Rarely,3 or more,Always,Always,0,0,1
10063,0,0,0,15 years old,1,0 times,0 times,Sometimes,2,Always,Rarely,0,1,6
10065,1,1,0,15 years old,1,0 times,0 times,Sometimes,3 or more,Always,Always,0,0,62
10067,0,0,0,15 years old,1,0 times,0 times,Sometimes,3 or more,Sometimes,Sometimes,0,0,6
10068,0,1,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Always,Always,0,0,32
10069,0,0,0,15 years old,1,0 times,12 or more times,Never,3 or more,Always,Never,0,1,8
10070,0,0,0,15 years old,0,0 times,0 times,Most of the time,2,Never,Never,0,1,12
10071,0,0,0,17 years old,1,0 times,0 times,Sometimes,3 or more,Always,Never,0,0,6
10072,0,0,1,16 years old,0,0 times,0 times,Most of the time,2,Rarely,Rarely,0,0,38
10074,0,0,0,16 years old,1,0 times,0 times,Never,3 or more,Always,Most of the time,0,1,1
10075,1,1,0,16 years old,1,0 times,1 to 3 times,Always,3 or more,Most of the time,Rarely,0,0,71
10077,0,1,1,15 years old,0,0 times,0 times,Rarely,3 or more,Always,Always,0,0,61
10078,1,0,0,16 years old,1,0 times,0 times,Sometimes,2,Always,Never,0,0,37
10079,0,0,0,16 years old,1,0 times,0 times,Never,3 or more,Always,Rarely,0,1,3
10080,0,0,0,16 years old,1,0 times,0 times,Rarely,3 or more,Always,Always,0,0,1
10081,0,0,0,17 years old,1,0 times,0 times,Always,1,Most of the time,Rarely,0,1,12
10082,0,0,0,17 years old,1,0 times,0 times,Never,2,Most of the time,Most of the time,0,0,5
10083,1,0,0,17 years old,1,1 time,0 times,Sometimes,2,Sometimes,Sometimes,0,0,38
10084,0,0,0,17 years old,1,0 times,0 times,Never,3 or more,Most of the time,Most of the time,0,1,4
10086,0,0,0,17 years old,1,0 times,0 times,Rarely,3 or more,Rarely,Rarely,0,0,5
10087,0,0,0,17 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Rarely,0,1,7
10088,0,0,0,17 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Never,0,0,8
10089,0,1,0,17 years old,1,0 times,0 times,Sometimes,2,Sometimes,Rarely,0,0,38
10090,0,0,0,17 years old,1,0 times,0 times,Sometimes,0,Always,Most of the time,0,0,6
10091,0,0,0,17 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,0,4
10092,0,0,0,17 years old,0,0 times,0 times,Sometimes,2,Most of the time,Never,0,1,10
10093,0,0,0,17 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,0,4
10094,0,0,0,17 years old,0,0 times,0 times,Never,3 or more,Always,Always,0,0,0
10095,0,0,0,17 years old,1,0 times,0 times,Sometimes,3 or more,Sometimes,Never,0,1,8
10096,0,0,0,13 years old,0,0 times,0 times,Never,2,Sometimes,Sometimes,0,0,5
10097,0,0,1,13 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,0,34
10098,0,0,0,13 years old,1,0 times,0 times,Never,3 or more,Rarely,Always,0,0,1
10099,1,1,1,14 years old,0,0 times,0 times,Sometimes,0,Always,Always,0,0,95
10102,0,0,1,13 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Sometimes,0,0,37
10104,0,0,0,13 years old,1,0 times,0 times,Rarely,3 or more,Always,Most of the time,0,0,2
10109,0,0,0,13 years old,0,0 times,0 times,Always,2,Always,Sometimes,0,1,7
10110,1,0,1,13 years old,0,0 times,0 times,Always,1,Sometimes,Never,0,0,72
10111,0,0,0,13 years old,1,0 times,1 to 3 times,Never,3 or more,Most of the time,Most of the time,0,0,5
10112,1,0,0,14 years old,1,1 time,0 times,Rarely,3 or more,Sometimes,Sometimes,0,0,36
10114,0,0,0,13 years old,1,0 times,0 times,Sometimes,3 or more,Always,Always,0,0,2
10115,1,1,1,13 years old,0,10 or more times,0 times,Always,1,Sometimes,Never,0,0,107
10116,0,0,0,13 years old,0,0 times,0 times,Most of the time,3 or more,Rarely,Rarely,0,0,7
10117,1,1,0,14 years old,0,1 time,0 times,Rarely,2,Sometimes,Always,0,0,65
10118,0,0,0,13 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Most of the time,0,1,4
10119,0,0,0,13 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,1,0
10121,0,0,0,13 years old,0,0 times,0 times,Rarely,2,Always,Always,0,0,2
10123,0,0,0,14 years old,1,0 times,1 to 3 times,Never,3 or more,Most of the time,Always,0,0,4
10125,0,0,0,14 years old,1,0 times,1 to 3 times,Sometimes,3 or more,Most of the time,Always,0,0,6
10126,1,0,1,14 years old,1,0 times,1 to 3 times,Never,2,Sometimes,Never,0,0,68
10127,0,0,1,14 years old,1,0 times,0 times,Never,3 or more,Rarely,Sometimes,0,0,33
10128,0,0,1,15 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Sometimes,0,0,37
10129,0,0,0,15 years old,1,0 times,0 times,Rarely,2,Most of the time,Always,0,0,5
10130,0,0,0,14 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,0,4
10131,1,0,0,14 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,0,35
10132,0,0,0,14 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,0,4
10134,1,0,1,14 years old,0,0 times,1 to 3 times,Rarely,3 or more,Most of the time,Most of the time,0,0,66
10135,1,0,0,14 years old,1,0 times,0 times,Never,3 or more,Always,Sometimes,0,1,32
10136,0,0,1,14 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Most of the time,0,1,34
10137,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Sometimes,Always,0,1,2
10138,1,1,1,14 years old,0,0 times,0 times,Most of the time,3 or more,Rarely,Sometimes,0,0,96
10140,1,0,0,14 years old,0,0 times,0 times,Sometimes,3 or more,Rarely,Most of the time,0,1,34
10141,0,0,0,14 years old,1,0 times,1 to 3 times,Never,3 or more,Most of the time,Most of the time,0,1,5
10142,1,1,0,14 years old,0,0 times,0 times,Rarely,2,Most of the time,Most of the time,0,0,66
10144,0,0,1,14 years old,0,0 times,0 times,Sometimes,1,Rarely,Most of the time,0,0,36
10145,0,1,1,14 years old,1,0 times,1 to 3 times,Rarely,2,Sometimes,Never,0,0,69
10146,0,0,0,14 years old,0,0 times,0 times,Never,3 or more,Never,Most of the time,0,0,5
10147,0,0,0,14 years old,0,0 times,0 times,Never,3 or more,Always,Most of the time,0,0,1
10148,0,0,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Rarely,Rarely,0,0,6
10149,1,1,1,14 years old,0,4 or 5 times,0 times,Always,0,Never,Rarely,0,0,107
10150,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,1,0
10151,1,1,0,15 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Never,1,0,67
10152,0,0,0,14 years old,0,0 times,0 times,Never,2,Most of the time,Most of the time,0,0,5
10153,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Most of the time,Never,0,0,7
10154,0,0,1,14 years old,0,0 times,0 times,Never,3 or more,Rarely,Most of the time,0,0,32
10155,0,0,0,14 years old,0,0 times,0 times,Never,3 or more,Rarely,Most of the time,0,0,2
10156,1,0,0,13 years old,0,2 or 3 times,0 times,Never,3 or more,Most of the time,Always,0,0,35
10158,0,0,0,13 years old,1,0 times,1 to 3 times,Never,3 or more,Most of the time,Most of the time,0,1,5
10159,0,0,0,14 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,0,5
10160,1,0,0,14 years old,0,0 times,0 times,Rarely,2,Sometimes,Rarely,0,0,37
10164,1,0,0,15 years old,1,0 times,0 times,Sometimes,3 or more,Rarely,Rarely,0,1,36
10167,0,0,1,15 years old,1,2 or 3 times,1 to 3 times,Sometimes,2,Rarely,Rarely,0,0,40
10168,1,0,0,15 years old,0,1 time,4 to 7 times,Most of the time,3 or more,Sometimes,Most of the time,0,0,39
10170,0,0,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Always,Rarely,0,1,5
10172,0,0,0,15 years old,1,0 times,0 times,Rarely,2,Most of the time,Sometimes,0,1,7
10173,1,0,1,15 years old,0,0 times,0 times,Sometimes,2,Rarely,Always,0,0,64
10174,0,0,0,16 years old,1,0 times,0 times,Never,3 or more,Always,Sometimes,0,0,2
10175,0,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,0,5
10176,1,1,0,15 years old,1,0 times,4 to 7 times,Never,2,Most of the time,Always,0,1,66
10177,1,1,0,15 years old,0,1 time,1 to 3 times,Sometimes,3 or more,Always,Rarely,0,0,67
10178,1,0,0,15 years old,1,0 times,0 times,Rarely,2,Most of the time,Sometimes,0,0,37
10179,0,0,0,15 years old,1,0 times,0 times,Sometimes,3 or more,Never,Never,0,0,10
10180,0,0,0,15 years old,0,0 times,0 times,Never,3 or more,Always,Always,0,0,0
10181,0,0,0,15 years old,0,0 times,0 times,Most of the time,3 or more,Always,Sometimes,0,0,5
10183,0,0,0,16 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,0,0
10184,0,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Rarely,0,0,7
10185,1,1,1,15 years old,1,1 time,1 to 3 times,Never,3 or more,Most of the time,Sometimes,0,1,97
10186,0,0,0,15 years old,1,0 times,0 times,Rarely,3 or more,Never,Always,1,0,5
10187,0,0,0,15 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,1,0
10188,1,0,0,15 years old,1,0 times,0 times,Never,3 or more,Most of the time,Most of the time,0,0,34
10189,0,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Sometimes,0,0,6
10190,0,0,0,15 years old,1,0 times,0 times,Sometimes,3 or more,Most of the time,Never,0,1,9
10191,0,0,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Sometimes,Never,0,0,8
10192,1,1,0,15 years old,0,1 time,1 to 3 times,Sometimes,2,Never,Never,0,0,73
10193,0,0,0,16 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Rarely,0,0,8
10195,0,0,0,16 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Rarely,0,0,8
10196,0,0,0,16 years old,1,0 times,0 times,Sometimes,3 or more,Most of the time,Most of the time,0,0,6
10197,0,0,0,16 years old,1,0 times,0 times,Never,3 or more,Always,Always,1,0,0
10198,0,0,1,16 years old,0,0 times,0 times,Always,3 or more,Most of the time,Always,1,0,37
10199,1,0,0,16 years old,0,0 times,0 times,Most of the time,1,Sometimes,Most of the time,0,0,38
10200,0,0,1,16 years old,0,0 times,1 to 3 times,Most of the time,2,Never,Sometimes,0,0,41
10201,0,0,0,16 years old,1,0 times,0 times,Never,3 or more,Sometimes,Most of the time,0,0,3
10202,0,1,0,16 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Rarely,0,0,36
10204,0,0,0,16 years old,0,0 times,0 times,Sometimes,2,Sometimes,Rarely,0,0,8
10205,1,0,0,17 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Never,0,0,39
10207,0,0,0,17 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,0,0
10209,0,0,0,16 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Sometimes,0,0,6
10210,0,0,0,16 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Sometimes,0,0,6
10211,0,0,0,16 years old,0,0 times,1 to 3 times,Most of the time,3 or more,Most of the time,Rarely,0,0,10
10212,0,0,0,17 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Sometimes,0,0,5
10213,0,0,0,16 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,1,4
10214,0,0,0,16 years old,1,0 times,0 times,Never,3 or more,Most of the time,Most of the time,1,0,4
10215,0,0,0,16 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Most of the time,0,0,4
10216,0,0,0,16 years old,0,0 times,0 times,Rarely,2,Always,Sometimes,0,1,4
10217,0,0,1,16 years old,0,0 times,1 to 3 times,Most of the time,3 or more,Sometimes,Rarely,0,0,39
10218,0,0,0,16 years old,0,0 times,0 times,Sometimes,3 or more,Sometimes,Most of the time,0,1,5
10219,0,0,0,17 years old,0,0 times,0 times,Rarely,3 or more,Always,Never,0,0,5
10220,1,0,0,16 years old,1,2 or 3 times,1 to 3 times,Always,3 or more,Rarely,Sometimes,0,0,40
10221,0,0,0,16 years old,0,0 times,0 times,Sometimes,3 or more,Sometimes,Most of the time,0,0,5
10222,0,0,0,17 years old,0,0 times,0 times,Never,3 or more,Most of the time,Always,0,0,3
10223,0,0,0,16 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Sometimes,1,0,5
10224,0,0,0,17 years old,1,0 times,0 times,Sometimes,3 or more,Always,Never,1,0,6
10226,0,0,0,16 years old,0,6 or 7 times,1 to 3 times,Most of the time,2,Sometimes,Never,0,0,15
10227,0,0,0,16 years old,1,0 times,0 times,Rarely,3 or more,Always,Never,0,0,5
10228,1,1,1,17 years old,1,0 times,0 times,Never,3 or more,Rarely,Never,0,0,95
10230,1,1,1,16 years old,1,0 times,0 times,Never,3 or more,Always,Sometimes,0,0,92
10231,0,0,0,16 years old,1,0 times,0 times,Never,3 or more,Most of the time,Always,0,1,3
10232,0,0,0,16 years old,1,0 times,0 times,Sometimes,3 or more,Always,Always,0,0,2
10234,0,0,0,16 years old,1,0 times,0 times,Most of the time,3 or more,Always,Rarely,0,1,6
10235,1,0,0,17 years old,1,0 times,1 to 3 times,Sometimes,3 or more,Most of the time,Never,0,0,40
10236,0,0,0,17 years old,1,0 times,0 times,Sometimes,3 or more,Rarely,Sometimes,0,0,5
10237,0,0,0,15 years old,1,0 times,0 times,Rarely,1,Most of the time,Most of the time,0,0,7
10239,1,0,0,16 years old,1,8 or 9 times,0 times,Sometimes,3 or more,Sometimes,Most of the time,0,1,40
10240,1,1,1,16 years old,1,0 times,0 times,Rarely,2,Most of the time,Most of the time,1,0,96
10241,0,0,0,16 years old,1,0 times,0 times,Sometimes,2,Most of the time,Most of the time,0,1,7
10242,0,0,0,17 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Sometimes,0,0,5
10243,0,0,0,16 years old,1,0 times,0 times,Sometimes,2,Most of the time,Rarely,0,1,9
10244,0,0,0,16 years old,1,0 times,0 times,Never,3 or more,Sometimes,Most of the time,0,0,3
10245,0,0,0,16 years old,1,0 times,0 times,Never,3 or more,Sometimes,Always,0,0,2
10246,0,0,0,17 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,0,4
10247,0,0,0,16 years old,1,0 times,0 times,Never,3 or more,Most of the time,Most of the time,0,0,4
10248,0,0,0,16 years old,1,0 times,0 times,Never,3 or more,Always,Most of the time,0,1,1
10249,0,0,0,17 years old,1,0 times,0 times,Rarely,2,Always,Always,0,0,2
10250,0,0,0,16 years old,1,0 times,1 to 3 times,Never,3 or more,Always,Always,0,0,1
10251,1,1,1,17 years old,1,0 times,0 times,Rarely,3 or more,Always,Always,0,1,91
10252,1,1,1,16 years old,1,0 times,0 times,Never,1,Always,Always,0,1,92
10253,0,0,0,17 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,0,0
10254,0,0,0,16 years old,1,0 times,1 to 3 times,Never,3 or more,Most of the time,Most of the time,0,0,5
10255,0,0,0,16 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,0,5
10257,0,0,0,17 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,0,5
10259,0,0,0,17 years old,1,1 time,0 times,Sometimes,2,Always,Always,0,0,4
10260,0,0,0,16 years old,1,0 times,0 times,Most of the time,3 or more,Always,Always,0,0,3
10261,0,0,0,16 years old,1,0 times,0 times,Sometimes,3 or more,Always,Never,0,0,6
10263,0,0,0,16 years old,1,0 times,0 times,Rarely,2,Most of the time,Most of the time,0,0,6
10264,0,0,0,17 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,0,5
10265,0,0,0,17 years old,1,0 times,0 times,Most of the time,3 or more,Most of the time,Always,0,0,6
10266,0,1,0,17 years old,1,1 time,0 times,Most of the time,3 or more,Rarely,Rarely,0,0,38
10267,0,0,0,17 years old,1,0 times,0 times,Rarely,3 or more,Always,Always,0,0,1
10268,0,0,0,17 years old,1,0 times,0 times,Never,0,Always,Always,1,0,3
10269,0,0,0,17 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Sometimes,0,0,5
10271,0,0,0,17 years old,1,0 times,12 or more times,Never,3 or more,Sometimes,Always,0,0,6
10272,0,1,0,17 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Rarely,0,1,37
10274,0,0,0,17 years old,1,0 times,0 times,Never,3 or more,Always,Most of the time,0,0,1
10275,0,0,0,17 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,0,0
10277,1,0,1,17 years old,1,0 times,0 times,Rarely,3 or more,Never,Sometimes,0,0,67
10278,1,1,1,17 years old,1,0 times,0 times,Never,3 or more,Most of the time,Always,0,1,93
10279,0,0,0,17 years old,1,0 times,0 times,Sometimes,3 or more,Always,Rarely,0,0,5
10283,0,0,0,13 years old,1,0 times,0 times,Sometimes,3 or more,Always,Always,0,1,2
10286,0,0,0,15 years old,1,0 times,1 to 3 times,Most of the time,3 or more,Sometimes,Always,0,0,6
10287,0,0,0,13 years old,1,0 times,0 times,Never,3 or more,Sometimes,Never,0,0,6
10288,0,1,0,14 years old,1,10 or more times,8 to 11 times,Most of the time,3 or more,Always,Most of the time,0,1,42
10291,0,0,0,13 years old,0,0 times,0 times,Rarely,3 or more,Always,Always,0,0,1
10292,0,0,0,13 years old,0,0 times,0 times,Most of the time,3 or more,Sometimes,Rarely,0,0,8
10297,0,0,0,13 years old,0,0 times,0 times,Never,3 or more,Most of the time,Rarely,0,0,6
10299,0,0,0,13 years old,0,0 times,0 times,Never,3 or more,Most of the time,Rarely,0,0,6
10302,0,0,0,14 years old,0,0 times,0 times,Never,3 or more,Most of the time,Always,0,1,3
10304,0,0,0,13 years old,0,0 times,0 times,Rarely,3 or more,Always,Rarely,0,0,4
10305,0,0,0,14 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Never,0,0,9
10306,0,0,0,13 years old,1,0 times,0 times,Sometimes,3 or more,Rarely,Never,0,0,7
