record,Bullied_on_school_property_in_past_12_months,Bullied_not_on_school_property_in_past_12_months,Cyber_bullied_in_past_12_months,Custom_Age,Sex,Physically_attacked,Physical_fighting,Felt_lonely,Close_friends,Other_students_kind_and_helpful,Parents_understand_problems,Were_underweight,Were_overweight,score
13192,0,0,1,15 years old,0,1 time,0 times,Always,3 or more,Rarely,Never,0,0,40
13193,0,0,0,15 years old,1,0 times,0 times,Never,3 or more,Most of the time,Sometimes,0,1,5
13194,0,0,0,15 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,1,0
13195,0,0,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Always,Most of the time,0,0,3
13196,0,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Sometimes,0,1,6
13197,0,0,0,15 years old,1,0 times,0 times,Sometimes,3 or more,Sometimes,Sometimes,0,0,6
13198,0,0,0,15 years old,0,0 times,0 times,Never,3 or more,Sometimes,Never,0,0,6
13199,0,0,1,16 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Most of the time,0,0,36
13200,0,0,0,16 years old,0,0 times,0 times,Never,3 or more,Sometimes,Sometimes,0,0,4
13201,0,0,0,15 years old,0,0 times,0 times,Never,3 or more,Always,Always,0,0,0
13202,0,0,0,15 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,0,0
13203,0,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,0,5
13204,0,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Always,0,0,3
13205,0,0,1,15 years old,0,0 times,0 times,Most of the time,2,Rarely,Never,0,0,39
13206,1,1,1,16 years old,1,0 times,0 times,Never,3 or more,Most of the time,Always,0,0,93
13207,0,0,1,16 years old,0,0 times,1 to 3 times,Sometimes,3 or more,Most of the time,Sometimes,0,0,38
13208,0,1,0,16 years old,1,0 times,0 times,Always,3 or more,Most of the time,Never,0,1,41
13209,0,0,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Always,Sometimes,0,0,4
13210,0,0,0,16 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Sometimes,0,0,7
13211,0,0,0,16 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Sometimes,0,0,7
13212,1,0,1,15 years old,0,0 times,0 times,Most of the time,2,Sometimes,Never,0,0,70
13213,1,0,0,15 years old,0,0 times,0 times,Most of the time,0,Sometimes,Always,0,0,38
13214,1,0,0,16 years old,1,0 times,0 times,Sometimes,1,Most of the time,Most of the time,0,1,38
13215,1,0,0,15 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,0,35
13216,0,0,1,15 years old,1,0 times,0 times,Sometimes,1,Never,Rarely,0,0,41
13217,0,0,0,15 years old,1,0 times,0 times,Never,3 or more,Always,Always,1,0,0
13218,0,0,0,15 years old,1,0 times,0 times,Never,3 or more,Most of the time,Always,0,0,3
13220,0,0,0,15 years old,1,1 time,0 times,Never,3 or more,Most of the time,Always,0,0,4
13222,0,0,0,16 years old,0,0 times,1 to 3 times,Rarely,3 or more,Most of the time,Most of the time,0,0,6
13224,0,0,0,16 years old,1,0 times,1 to 3 times,Never,1,Always,Always,0,0,3
13225,0,1,1,15 years old,1,0 times,0 times,Most of the time,3 or more,Always,Most of the time,0,0,64
13226,0,0,1,15 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Never,0,0,38
13227,0,0,1,16 years old,0,0 times,0 times,Sometimes,3 or more,Sometimes,Rarely,0,1,37
13229,0,0,0,16 years old,1,0 times,1 to 3 times,Sometimes,3 or more,Most of the time,Never,0,0,10
13230,0,0,0,16 years old,0,0 times,0 times,Sometimes,2,Always,Always,0,0,3
13231,0,0,0,17 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,0,0
13232,0,0,0,16 years old,1,0 times,0 times,Rarely,1,Sometimes,Most of the time,0,0,6
13233,0,0,0,16 years old,0,0 times,0 times,Rarely,2,Sometimes,Sometimes,0,0,6
13234,0,0,0,16 years old,0,0 times,0 times,Most of the time,3 or more,Most of the time,Always,0,0,6
13236,0,0,0,17 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,0,5
13237,1,0,1,16 years old,0,1 time,0 times,Most of the time,3 or more,Sometimes,Rarely,0,0,69
13238,0,0,0,16 years old,0,0 times,0 times,Sometimes,3 or more,Always,Most of the time,0,0,3
13240,0,1,0,16 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Sometimes,0,0,37
13241,0,0,0,17 years old,1,0 times,0 times,Never,3 or more,Most of the time,Always,0,0,3
13242,0,1,1,17 years old,0,0 times,0 times,Most of the time,3 or more,Sometimes,Rarely,0,0,68
13243,0,0,0,17 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Rarely,0,0,8
13244,0,0,0,16 years old,1,0 times,0 times,Sometimes,3 or more,Most of the time,Rarely,0,0,8
13246,0,0,0,16 years old,1,0 times,0 times,Never,3 or more,Never,Most of the time,0,0,5
13247,0,0,0,16 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,0,4
13249,0,1,1,16 years old,1,2 or 3 times,1 to 3 times,Rarely,3 or more,Most of the time,Most of the time,0,0,68
13252,0,0,0,13 years old,1,0 times,0 times,Never,3 or more,Most of the time,Always,0,0,3
13253,1,0,1,13 years old,1,0 times,0 times,Sometimes,2,Rarely,Rarely,0,0,67
13254,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,1,0
13255,1,1,0,13 years old,0,2 or 3 times,0 times,Sometimes,3 or more,Sometimes,Rarely,0,1,69
13256,0,0,0,13 years old,1,0 times,0 times,Never,2,Always,Always,0,0,1
13258,0,0,0,13 years old,0,0 times,0 times,Never,2,Most of the time,Rarely,0,1,7
13260,0,0,0,13 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,0,5
13265,1,0,0,13 years old,0,0 times,0 times,Sometimes,1,Rarely,Rarely,0,0,38
13266,1,0,0,13 years old,0,0 times,0 times,Rarely,1,Most of the time,Sometimes,0,1,38
13268,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Sometimes,Most of the time,0,0,3
13270,0,0,0,13 years old,1,0 times,8 to 11 times,Rarely,0,Never,Never,0,1,15
13273,0,0,0,14 years old,0,0 times,0 times,Rarely,2,Sometimes,Most of the time,0,1,5
13275,1,1,0,14 years old,1,0 times,0 times,Never,3 or more,Most of the time,Always,0,1,63
13276,1,0,0,16 years old,0,0 times,1 to 3 times,Sometimes,0,Always,Always,0,0,36
13278,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Most of the time,Always,0,1,3
13279,0,0,0,15 years old,0,0 times,12 or more times,Sometimes,3 or more,Most of the time,Never,0,0,13
13281,0,0,0,14 years old,0,0 times,1 to 3 times,Sometimes,3 or more,Always,Always,0,0,3
13282,0,0,0,16 years old,1,10 or more times,12 or more times,Never,3 or more,Most of the time,Most of the time,0,0,13
13283,0,0,0,14 years old,0,0 times,0 times,Sometimes,3 or more,Sometimes,Most of the time,0,0,5
13284,0,0,0,15 years old,0,0 times,0 times,Sometimes,2,Sometimes,Never,0,1,9
13285,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Most of the time,Sometimes,0,0,5
13286,1,0,0,14 years old,1,0 times,0 times,Never,3 or more,Sometimes,Always,0,0,32
13287,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Most of the time,Always,0,0,3
13289,0,0,0,15 years old,0,0 times,0 times,Never,3 or more,Most of the time,Always,0,0,3
13290,0,0,1,15 years old,0,0 times,0 times,Rarely,3 or more,Always,Always,0,1,31
13291,0,0,1,14 years old,0,2 or 3 times,0 times,Always,3 or more,Rarely,Always,0,1,37
13294,0,0,0,15 years old,1,0 times,1 to 3 times,Never,2,Always,Rarely,0,0,5
13296,0,0,0,15 years old,1,0 times,1 to 3 times,Never,2,Always,Rarely,0,0,5
13298,0,1,0,14 years old,0,0 times,1 to 3 times,Never,1,Most of the time,Most of the time,0,0,37
13299,0,0,1,15 years old,0,1 time,1 to 3 times,Rarely,3 or more,Most of the time,Most of the time,0,0,37
13300,0,0,0,15 years old,0,0 times,0 times,Most of the time,3 or more,Always,Always,0,0,3
13301,0,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,1,4
13302,0,0,0,15 years old,0,0 times,0 times,Never,2,Most of the time,Always,0,1,4
13303,0,0,0,15 years old,0,0 times,0 times,Sometimes,2,Sometimes,Most of the time,0,0,6
13304,0,0,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Always,0,1,5
13305,1,0,0,17 years old,1,0 times,12 or more times,Rarely,3 or more,Most of the time,Most of the time,0,0,39
13306,0,0,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Sometimes,Always,0,0,4
13307,0,0,0,15 years old,1,0 times,0 times,Never,3 or more,Rarely,Most of the time,0,0,2
13309,0,0,0,16 years old,1,0 times,0 times,Rarely,1,Never,Never,0,0,11
13310,0,0,0,15 years old,1,0 times,0 times,Never,2,Always,Sometimes,0,0,3
13312,0,0,0,15 years old,0,0 times,0 times,Never,1,Always,Always,0,0,2
13313,1,0,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Always,0,0,35
13316,1,0,0,16 years old,0,0 times,0 times,Rarely,2,Never,Always,0,0,36
13317,0,0,0,17 years old,1,2 or 3 times,12 or more times,Always,0,Sometimes,Never,0,1,19
13318,0,0,0,16 years old,1,4 or 5 times,0 times,Never,0,Never,Never,0,0,14
13319,0,1,0,17 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Always,1,0,34
13320,0,1,0,17 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Always,1,0,34
13322,0,0,0,16 years old,0,0 times,0 times,Sometimes,3 or more,Always,Always,0,0,2
13327,0,0,0,13 years old,0,0 times,0 times,Never,3 or more,Never,Most of the time,0,1,5
13329,1,0,1,13 years old,0,0 times,1 to 3 times,Most of the time,3 or more,Rarely,Never,0,0,69
13330,0,0,0,13 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,0,4
13332,0,1,1,13 years old,0,0 times,0 times,Rarely,3 or more,Always,Most of the time,0,1,62
13333,1,0,0,13 years old,1,1 time,4 to 7 times,Never,2,Sometimes,Always,0,1,36
13334,0,1,0,13 years old,0,0 times,0 times,Sometimes,3 or more,Never,Sometimes,0,1,38
13338,0,0,0,13 years old,1,0 times,0 times,Never,3 or more,Always,Never,0,0,4
13339,0,0,0,13 years old,0,0 times,0 times,Never,1,Always,Always,0,1,2
13340,0,0,0,13 years old,0,0 times,0 times,Most of the time,3 or more,Most of the time,Never,1,0,10
13341,0,0,0,13 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Always,0,0,5
13343,0,0,0,14 years old,1,1 time,0 times,Rarely,3 or more,Rarely,Always,0,1,3
13344,0,0,0,15 years old,0,0 times,0 times,Sometimes,2,Most of the time,Most of the time,0,0,7
13345,0,0,0,13 years old,0,0 times,0 times,Never,3 or more,Rarely,Always,0,1,1
13347,0,0,0,13 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Never,0,0,7
13348,0,0,0,13 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Most of the time,1,0,6
13349,0,0,0,13 years old,0,0 times,0 times,Sometimes,1,Most of the time,Most of the time,0,0,8
13351,0,0,0,13 years old,0,0 times,1 to 3 times,Rarely,3 or more,Always,Never,0,0,6
13352,1,1,1,13 years old,0,4 or 5 times,1 to 3 times,Sometimes,3 or more,Most of the time,Always,0,1,99
13356,0,0,0,13 years old,1,0 times,1 to 3 times,Sometimes,3 or more,Most of the time,Never,0,0,10
13357,0,0,0,13 years old,0,0 times,0 times,Never,3 or more,Always,Always,0,1,0
13360,0,0,0,13 years old,0,0 times,0 times,Rarely,1,Most of the time,Sometimes,0,0,8
13361,0,0,0,13 years old,1,0 times,0 times,Never,3 or more,Rarely,Never,0,1,5
13363,0,0,0,13 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,0,5
13366,1,0,0,13 years old,1,0 times,1 to 3 times,Sometimes,0,Sometimes,Always,0,0,38
13367,1,1,1,17 years old,0,1 time,0 times,Never,3 or more,Always,Sometimes,0,1,93
13373,0,0,1,16 years old,0,0 times,0 times,Never,3 or more,Most of the time,Always,0,1,33
13374,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,1,0
13376,0,1,1,15 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Rarely,0,1,66
13377,0,0,0,15 years old,0,1 time,1 to 3 times,Rarely,3 or more,Sometimes,Never,0,0,9
13378,0,0,1,14 years old,0,0 times,0 times,Most of the time,3 or more,Always,Never,0,0,37
13379,0,0,0,14 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,1,4
13381,0,0,0,16 years old,1,0 times,0 times,Rarely,0,Always,Rarely,0,1,7
13382,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,1,0
13385,0,0,1,15 years old,0,1 time,0 times,Rarely,3 or more,Always,Never,0,1,36
13388,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,1,0
13390,0,0,0,14 years old,0,0 times,0 times,Most of the time,3 or more,Sometimes,Never,0,0,9
13392,0,0,0,15 years old,0,0 times,0 times,Never,3 or more,Always,Most of the time,0,1,1
13393,1,1,1,14 years old,0,1 time,0 times,Rarely,3 or more,Sometimes,Rarely,0,1,97
13394,0,0,0,14 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Never,0,0,7
13395,1,0,0,17 years old,0,0 times,0 times,Never,3 or more,Most of the time,Most of the time,0,0,34
13396,0,0,0,15 years old,0,0 times,1 to 3 times,Never,3 or more,Always,Always,0,0,1
13397,0,0,0,15 years old,1,0 times,0 times,Never,3 or more,Rarely,Most of the time,0,1,2
13398,1,1,0,16 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Rarely,0,0,68
13399,0,0,0,16 years old,1,10 or more times,4 to 7 times,Never,3 or more,Always,Most of the time,0,1,8
13402,0,1,1,15 years old,0,1 time,0 times,Never,2,Sometimes,Most of the time,0,0,65
13403,0,0,0,15 years old,0,0 times,0 times,Most of the time,3 or more,Sometimes,Rarely,0,0,8
13404,0,1,0,15 years old,1,0 times,1 to 3 times,Sometimes,3 or more,Most of the time,Rarely,0,0,39
13405,0,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Sometimes,0,1,6
13407,0,1,0,16 years old,0,0 times,1 to 3 times,Rarely,3 or more,Always,Always,0,0,32
13408,0,0,1,15 years old,0,10 or more times,0 times,Never,3 or more,Always,Sometimes,0,1,37
13409,0,0,0,15 years old,1,2 or 3 times,0 times,Sometimes,3 or more,Always,Sometimes,0,1,6
13410,0,0,0,15 years old,0,0 times,0 times,Never,3 or more,Most of the time,Rarely,0,1,6
13411,1,0,0,15 years old,1,1 time,0 times,Most of the time,3 or more,Rarely,Never,0,1,39
13412,0,0,0,15 years old,0,1 time,0 times,Most of the time,3 or more,Most of the time,Always,0,0,7
13414,0,0,1,15 years old,0,0 times,0 times,Sometimes,2,Never,Most of the time,0,0,38
13415,0,0,0,16 years old,1,0 times,0 times,Never,3 or more,Most of the time,Always,0,0,3
13417,1,1,1,16 years old,0,0 times,0 times,Sometimes,3 or more,Rarely,Rarely,0,0,96
13418,0,0,0,15 years old,1,0 times,1 to 3 times,Rarely,3 or more,Sometimes,Never,0,0,8
13419,0,0,0,16 years old,1,0 times,0 times,Sometimes,3 or more,Sometimes,Rarely,0,0,7
13420,0,0,0,15 years old,1,0 times,0 times,Never,3 or more,Rarely,Sometimes,0,0,3
13422,0,0,1,15 years old,1,0 times,0 times,Sometimes,3 or more,Most of the time,Rarely,1,0,38
13423,0,0,0,15 years old,0,0 times,0 times,Rarely,2,Rarely,Rarely,0,0,6
13424,0,1,1,15 years old,0,1 time,0 times,Most of the time,3 or more,Sometimes,Rarely,0,0,69
13425,0,0,0,15 years old,1,0 times,1 to 3 times,Rarely,3 or more,Sometimes,Sometimes,0,0,6
13426,0,0,0,15 years old,0,0 times,0 times,Rarely,1,Sometimes,Most of the time,0,0,6
13427,0,0,0,15 years old,0,0 times,0 times,Never,3 or more,Sometimes,Always,0,0,2
13428,1,0,1,15 years old,0,0 times,1 to 3 times,Rarely,3 or more,Rarely,Never,0,0,67
13429,0,1,0,15 years old,0,2 or 3 times,4 to 7 times,Sometimes,3 or more,Rarely,Rarely,0,0,40
13430,0,0,0,16 years old,0,0 times,0 times,Sometimes,3 or more,Rarely,Most of the time,0,0,4
13431,0,0,0,16 years old,0,0 times,0 times,Never,3 or more,Always,Sometimes,0,0,2
13432,0,0,0,18 years old or older,1,0 times,0 times,Always,3 or more,Never,Never,0,1,12
13433,0,0,0,16 years old,1,0 times,1 to 3 times,Most of the time,2,Never,Never,0,0,13
13434,1,1,1,15 years old,0,0 times,0 times,Most of the time,2,Most of the time,Never,0,0,101
13435,1,0,1,18 years old or older,1,6 or 7 times,8 to 11 times,Sometimes,1,Most of the time,Always,0,1,74
13437,0,1,1,15 years old,1,1 time,1 to 3 times,Never,3 or more,Most of the time,Sometimes,0,1,67
13438,0,0,0,16 years old,1,0 times,0 times,Never,1,Sometimes,Rarely,0,0,7
13442,0,0,1,15 years old,1,0 times,1 to 3 times,Most of the time,1,Most of the time,Sometimes,0,0,41
13443,0,0,0,17 years old,0,0 times,0 times,Most of the time,2,Sometimes,Never,0,0,10
13444,0,1,0,16 years old,1,0 times,0 times,Never,3 or more,Sometimes,Most of the time,0,0,33
13446,0,0,0,15 years old,0,0 times,0 times,Most of the time,2,Sometimes,Rarely,0,0,9
13448,0,0,1,15 years old,0,1 time,0 times,Sometimes,1,Most of the time,Most of the time,0,0,39
13449,0,0,1,15 years old,1,2 or 3 times,4 to 7 times,Rarely,2,Most of the time,Most of the time,0,1,40
13451,0,0,0,14 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Never,0,0,7
13452,0,0,0,14 years old,1,0 times,0 times,Rarely,3 or more,Always,Always,0,0,1
13454,1,0,0,13 years old,1,0 times,0 times,Never,3 or more,Rarely,Never,0,1,35
13455,0,0,0,13 years old,1,0 times,0 times,Never,3 or more,Most of the time,Always,1,0,3
13456,0,0,1,13 years old,0,0 times,0 times,Most of the time,3 or more,Most of the time,Never,0,0,40
13458,0,0,0,14 years old,0,0 times,0 times,Never,3 or more,Most of the time,Always,0,0,3
13459,0,0,0,13 years old,1,0 times,1 to 3 times,Never,3 or more,Rarely,Most of the time,0,0,3
13460,0,0,0,13 years old,0,0 times,0 times,Never,3 or more,Most of the time,Always,0,0,3
13461,0,0,0,14 years old,0,0 times,0 times,Never,3 or more,Most of the time,Always,0,0,3
13462,0,0,0,14 years old,0,1 time,1 to 3 times,Rarely,2,Sometimes,Never,0,0,10
13464,0,0,0,13 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,0,0
13466,0,0,0,13 years old,1,1 time,1 to 3 times,Rarely,3 or more,Most of the time,Sometimes,0,0,8
13469,0,0,0,13 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Most of the time,0,0,4
13470,0,0,0,14 years old,0,0 times,0 times,Sometimes,3 or more,Sometimes,Always,0,0,4
13471,0,0,0,13 years old,1,0 times,0 times,Never,3 or more,Always,Rarely,0,1,3
13473,1,0,0,13 years old,0,0 times,0 times,Sometimes,2,Sometimes,Rarely,0,0,38
13477,0,0,0,14 years old,0,0 times,0 times,Sometimes,3 or more,Always,Rarely,0,0,5
13478,0,0,0,14 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Never,0,0,7
13481,0,0,0,14 years old,1,0 times,0 times,Rarely,3 or more,Always,Always,1,0,1
13482,0,0,0,14 years old,1,1 time,0 times,Never,3 or more,Rarely,Rarely,0,0,5
13483,0,0,0,15 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,0,0
13485,1,1,0,14 years old,1,0 times,0 times,Never,3 or more,Rarely,Always,0,0,61
13486,0,0,0,14 years old,1,0 times,0 times,Never,2,Sometimes,Never,0,0,7
13487,1,1,1,14 years old,1,1 time,1 to 3 times,Rarely,3 or more,Rarely,Sometimes,0,1,96
13488,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Most of the time,Always,0,0,3
13490,0,0,0,14 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,0,5
13491,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Never,Always,0,1,4
13492,0,1,1,14 years old,0,0 times,0 times,Rarely,3 or more,Always,Sometimes,0,0,63
13494,0,1,0,14 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,0,34
13495,0,0,0,14 years old,0,0 times,0 times,Rarely,3 or more,Always,Always,0,0,1
13497,0,0,0,15 years old,0,0 times,0 times,Always,3 or more,Sometimes,Rarely,0,1,9
13499,0,1,0,15 years old,1,0 times,1 to 3 times,Sometimes,3 or more,Most of the time,Always,0,0,36
13501,0,0,0,14 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Most of the time,0,0,6
13502,0,0,0,14 years old,0,0 times,0 times,Sometimes,2,Most of the time,Most of the time,1,0,7
13503,0,0,0,14 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,1,4
13504,1,0,0,14 years old,0,1 time,0 times,Always,1,Rarely,Always,0,0,38
13505,0,0,0,15 years old,1,0 times,0 times,Sometimes,3 or more,Always,Never,0,1,6
13506,0,1,1,15 years old,0,0 times,0 times,Sometimes,3 or more,Sometimes,Rarely,0,0,67
13507,0,0,0,15 years old,0,0 times,0 times,Most of the time,0,Sometimes,Rarely,0,0,11
13508,0,0,0,15 years old,1,0 times,0 times,Sometimes,2,Most of the time,Most of the time,0,1,7
13509,0,0,0,15 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,0,4
13510,0,0,0,15 years old,1,0 times,0 times,Never,3 or more,Sometimes,Always,0,0,2
13511,0,0,0,15 years old,1,0 times,1 to 3 times,Rarely,3 or more,Sometimes,Most of the time,0,0,5
13512,1,1,1,15 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Always,0,0,95
13513,0,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Most of the time,0,0,4
13515,0,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Never,0,0,7
13517,0,0,0,15 years old,1,1 time,1 to 3 times,Sometimes,3 or more,Most of the time,Always,0,0,7
13520,0,0,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Rarely,0,0,8
13522,0,0,0,16 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Sometimes,0,1,7
13523,1,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Sometimes,0,0,36
13524,0,0,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Most of the time,0,0,6
13527,0,0,1,15 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Sometimes,0,0,36
13528,1,1,0,15 years old,0,1 time,0 times,Most of the time,3 or more,Sometimes,Sometimes,0,1,68
13529,1,1,0,16 years old,1,0 times,0 times,Sometimes,0,Sometimes,Always,0,0,67
